brand,model_year,milage,fuel_type,engine,transmission,price
Porsche,2014,"30,000 mi.",Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$78,500"
Volvo,2015,"59,271 mi.",Gasoline,325.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$29,900"
Lexus,2023,"1,500 mi.",Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,"$119,500"
BMW,2017,"52,500 mi.",Plug-In Hybrid,247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,"$24,950"
Tesla,2020,"23,100 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,"$36,495"
FIAT,2017,"45,000 mi.",Gasoline,164.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$22,500"
Dodge,2002,"179,000 mi.",Gasoline,245.0HP 5.9L 8 Cylinder Engine Gasoline Fuel,A/T,"$6,500"
Toyota,2023,"1,500 mi.",Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$84,900"
BMW,2022,"38,671 mi.",Hybrid,3.0 Liter Turbo,Automatic,"$66,998"
Jeep,2007,"135,465 mi.",Gasoline,205.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,"$15,750"
MINI,2014,"79,000 mi.",Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$17,000"
Nissan,2012,"42,259 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,"$17,000"
Toyota,2006,"159,890 mi.",Gasoline,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,"$6,500"
Maserati,2023,"2,200 mi.",Hybrid,325.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,"$75,000"
Lexus,2022,"15,833 mi.",Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,"$52,000"
BMW,2013,"96,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$13,500"
BMW,2009,"72,900 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$15,500"
BMW,2021,"7,121 mi.",Gasoline,4.4 Liter Twin Turbo,Automatic,"$94,998"
Hyundai,2023,"3,402 mi.",Hybrid,226.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,A/T,"$44,000"
Volvo,2013,"73,000 mi.",Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,"$13,900"
Karma,2018,"21,000 mi.",,403.0HP 2.0L Electric Motor Electric Fuel System,A/T,"$51,000"
BMW,2021,"30,309 mi.",Hybrid,3.0 Liter Turbo,Automatic,"$63,598"
Ford,2021,"24,000 mi.",,290.0HP Electric Motor Electric Fuel System,1-Speed A/T,"$38,000"
BMW,2016,"73,000 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$23,999"
Ford,2019,"26,465 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,"$24,998"
Volkswagen,2020,"26,870 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,"$34,645"
Honda,2004,"184,000 mi.",Gasoline,240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,"$10,500"
BMW,2022,"4,514 mi.",Gasoline,4.4 Liter Twin Turbo,Automatic,"$132,998"
RAM,2022,"1,300 mi.",Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$48,000"
Jeep,2018,"49,924 mi.",Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$26,500"
GMC,2019,"36,526 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,"$57,850"
BMW,2015,"37,000 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$45,950"
Acura,2017,"79,884 mi.",Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,"$24,840"
Volkswagen,2016,"30,000 mi.",Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$19,000"
BMW,2021,"11,102 mi.",Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$101,000"
Ford,2012,"105,500 mi.",Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$19,000"
BMW,2019,"31,157 mi.",Gasoline,4.4 Liter GDI DOHC Twin Turbo,Automatic,"$65,998"
Kia,2019,"86,204 mi.",Gasoline,3.3L V6 24V GDI DOHC,8-Speed Automatic,"$20,708"
BMW,2014,"80,211 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,"$17,995"
Aston,2010,"25,991 mi.",Gasoline,420.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$69,995"
Mercedes-Benz,2008,"73,000 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$8,400"
BMW,2018,"40,989 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$35,000"
Dodge,2010,"102,681 mi.",Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,"$6,000"
Acura,2010,"123,000 mi.",Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$13,888"
Jeep,2005,"160,900 mi.",Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,"$7,200"
BMW,2011,"105,000 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$21,900"
Kia,2023,"1,340 mi.",Plug-In Hybrid,177.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,A/T,"$41,000"
Ford,2021,"17,850 mi.",,266.0HP Electric Motor Electric Fuel System,A/T,"$41,999"
BMW,2011,"72,277 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$34,950"
Jeep,2023,"7,000 mi.",Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,"$46,000"
Porsche,2022,"10,627 mi.",Gasoline,"2.9L V-6 gasoline direct injection, DOHC, variable valve control","Automatic, 8-Spd PDK Dual-Clutch","$99,000"
Ford,2020,"67,015 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,"$28,590"
BMW,2018,"19,600 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$62,000"
Ford,2022,"5,800 mi.",,346.0HP Electric Motor Electric Fuel System,1-Speed A/T,"$42,500"
FIAT,2017,"33,812 mi.",,111.0HP Electric Motor Electric Fuel System,1-Speed A/T,"$14,999"
Cadillac,2015,"99,897 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$26,950"
Mercedes-Benz,2014,"127,500 mi.",Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$29,000"
Ford,2021,"23,842 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,"$59,203"
Rivian,2023,"2,108 mi.",,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,"$91,000"
BMW,2014,"65,550 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$39,985"
Lamborghini,2017,"22,000 mi.",Gasoline,573.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$210,000"
Ford,2022,"15,600 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$68,995"
Lexus,2021,"22,400 mi.",Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,"$81,900"
Lexus,2015,"89,150 mi.",Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,"$31,900"
BMW,2023,"15,000 mi.",Gasoline,"3L I-6 gasoline direct injection, DOHC, Double VANOS variable va","Automatic, 8-Spd M STEPTRONIC w/Drivelogic, Sport & Manual Modes","$81,000"
Audi,2018,"49,500 mi.",Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$25,000"
Audi,2003,"126,000 mi.",Gasoline,360.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$13,850"
Volkswagen,2015,"85,385 mi.",Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$15,550"
Cadillac,2023,"3,000 mi.",Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,A/T,"$123,999"
Hyundai,2018,"66,126 mi.",Gasoline,2.0L I4 16V GDI DOHC,6-Speed Automatic,"$19,190"
Toyota,2023,"1,075 mi.",Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$35,000"
Ford,2023,"2,489 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,"$98,900"
Hyundai,2021,"25,000 mi.",Gasoline,191.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$28,500"
Nissan,2017,"92,000 mi.",Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$20,900"
Lexus,2008,"123,500 mi.",Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,"$14,500"
Cadillac,2013,"105,000 mi.",Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$12,000"
Audi,2008,"49,000 mi.",Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$63,000"
Jaguar,2020,"28,357 mi.",Gasoline,3.0 Liter,Automatic,"$47,598"
Chevrolet,2018,"81,000 mi.",E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,A/T,"$32,000"
Ford,2021,"45,000 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$52,000"
Toyota,2011,"173,456 mi.",E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,"$16,000"
BMW,2021,"13,700 mi.",Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,"$60,000"
Audi,2019,"93,400 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,"$42,500"
Toyota,2015,"90,000 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$18,200"
Porsche,2017,"40,600 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$32,000"
Lexus,2023,"20,121 mi.",Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$47,124"
Mercedes-Benz,2020,"3,921 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic,"$175,000"
Lexus,2011,"187,450 mi.",Gasoline,275.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,"$10,400"
Toyota,2021,"6,400 mi.",Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$68,000"
Mercedes-Benz,2017,"54,500 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,"$37,995"
BMW,2017,"78,500 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$42,000"
Chevrolet,2018,"75,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$36,000"
Ford,2014,"89,988 mi.",Gasoline,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,"$42,500"
Subaru,2005,"107,000 mi.",Gasoline,250.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,"$7,100"
Alfa,2019,"21,400 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$28,500"
Mazda,2007,"83,150 mi.",Gasoline,244.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$6,950"
Ford,2018,"92,000 mi.",Diesel,250.0HP 3.0L V6 Cylinder Engine Diesel Fuel,10-Speed A/T,"$36,500"
Mercedes-Benz,2021,"15,042 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,"$54,599"
Audi,2017,"39,000 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$35,000"
RAM,2017,"67,483 mi.",Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$46,500"
Tesla,2015,"62,089 mi.",,329.0HP Electric Motor Electric Fuel System,A/T,"$29,975"
Audi,2017,"54,300 mi.",Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$53,500"
Hyundai,2022,"30,565 mi.",Hybrid,192.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,"$29,000"
Audi,2016,"142,666 mi.",Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$22,000"
Ford,2009,"166,200 mi.",Gasoline,207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,"$6,999"
INFINITI,2015,"88,977 mi.",Hybrid,354.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,"$19,977"
BMW,2011,"114,890 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$20,990"
Mercedes-Benz,2009,"171,000 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,"$4,750"
Ford,2019,"90,067 mi.",Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,6-Speed Automatic,"$28,590"
Chevrolet,2014,"97,579 mi.",Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$15,000"
Mazda,2017,"52,000 mi.",Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$20,500"
Jeep,2021,"25,968 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,"$38,405"
MINI,2016,"41,680 mi.",Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$17,495"
Saab,2002,"77,200 mi.",Gasoline,205.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,"$7,500"
BMW,2019,"50,000 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$43,000"
Porsche,2021,"21,613 mi.",Gasoline,2.0 Liter,Automatic,"$58,998"
Audi,2022,"17,377 mi.",Gasoline,2.0 Liter TFSI,Automatic,"$39,998"
GMC,2020,"30,426 mi.",Gasoline,2.5L I4 16V GDI DOHC,9-Speed Automatic,"$29,645"
Audi,2005,"153,000 mi.",Gasoline,250.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,M/T,"$6,500"
Mercury,2004,"56,600 mi.",Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,"$23,000"
Hyundai,2015,"116,612 mi.",Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$12,700"
Audi,2018,"72,000 mi.",Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,"$30,000"
Audi,2019,"39,000 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,"$50,000"
Lincoln,2008,"149,000 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,"$10,099"
BMW,2018,"19,300 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$64,000"
Mazda,2021,"27,836 mi.",Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,"$36,969"
Chevrolet,2023,"3,273 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$78,999"
Ford,2017,"74,349 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,"$36,000"
Ford,2019,"85,000 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,"$55,000"
Ferrari,2022,"2,250 mi.",Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$259,500"
Mercedes-Benz,2017,"46,100 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,"$33,000"
Hyundai,2019,"49,500 mi.",Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$28,000"
Mercedes-Benz,2012,"31,130 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$23,500"
Ford,2008,"149,460 mi.",Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,A/T,"$12,240"
Mercury,2003,"90,000 mi.",Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,"$15,500"
Ford,2021,"48,000 mi.",E85 Flex Fuel,275.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,"$57,000"
Mercedes-Benz,2013,"98,000 mi.",Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,"$15,500"
Volkswagen,2022,"18,655 mi.",Gasoline,2.0 Liter TSI,Automatic,"$38,698"
Chevrolet,2006,"60,000 mi.",Gasoline,325.0HP 8.1L 8 Cylinder Engine Gasoline Fuel,A/T,"$24,950"
Chevrolet,2014,"169,500 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,"$15,000"
Mitsubishi,2008,"189,500 mi.",Gasoline,162.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,"$6,000"
Toyota,2016,"91,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,"$68,500"
Genesis,2022,"7,396 mi.",Gasoline,2.5L I4 16V PDI DOHC Turbo,8-Speed Automatic,"$41,299"
Toyota,2004,"229,450 mi.",Gasoline,240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,"$8,250"
Maserati,2023,"8,603 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,"$125,900"
Audi,2014,"49,098 mi.",Gasoline,450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$44,900"
Nissan,2022,"21,212 mi.",Gasoline,1.5L I3 12V GDI DOHC Turbo,Automatic CVT,"$28,906"
Porsche,2010,"62,743 mi.",Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$28,600"
BMW,2021,"24,300 mi.",Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,"$49,999"
Cadillac,2010,"104,000 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,"$19,500"
Volvo,2020,"46,250 mi.",Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,"$27,800"
Mazda,2023,"1,930 mi.",Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,"$40,655"
Chrysler,2022,"61,494 mi.",Hybrid,3.6L V6 24V MPFI DOHC Hybrid,Automatic CVT,"$35,850"
Jeep,2020,"24,040 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,"$35,273"
Toyota,2001,"231,581 mi.",Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,"$4,300"
Ford,2019,"81,000 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,"$38,500"
Ford,1974,"6,217 mi.",–,–,–,"$115,000"
Land,2022,"23,568 mi.",Gasoline,2.0 Liter,Automatic,"$44,998"
Mazda,2020,"78,700 mi.",Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,"$18,000"
Kia,2015,"109,580 mi.",Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$11,900"
Lexus,2009,"178,000 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,"$4,500"
Mitsubishi,2016,"131,193 mi.",Gasoline,2.4L I4 16V MPFI DOHC,Automatic CVT,"$11,970"
Mercedes-Benz,2017,"106,000 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,"$25,900"
Audi,2019,"28,211 mi.",Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$27,500"
Audi,2015,"91,403 mi.",E85 Flex Fuel,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,8-Speed Automatic,"$14,998"
Mercedes-Benz,2016,"88,600 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,"$16,800"
INFINITI,2011,"84,900 mi.",Gasoline,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$22,450"
Kia,2021,"11,154 mi.",Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,"$28,998"
BMW,2018,"45,090 mi.",Plug-In Hybrid,313.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,"$30,750"
Mercedes-Benz,2003,"33,272 mi.",Gasoline,192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,"$11,900"
Jeep,2003,"71,000 mi.",Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,"$12,499"
Kia,2020,"55,400 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$36,500"
Land,2012,"141,525 mi.",Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,"$14,490"
Jaguar,2007,"50,000 mi.",Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$21,900"
BMW,2020,"29,140 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,"$71,995"
BMW,2022,"9,000 mi.",Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,"$56,900"
Mercedes-Benz,2021,"5,595 mi.",Hybrid,3.0 Liter Turbo,Automatic,"$83,598"
RAM,2022,"34,121 mi.",Gasoline,5.7L V8 16V MPFI OHV,Automatic,"$48,190"
BMW,2013,"36,750 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,"$35,999"
Mercedes-Benz,2007,"49,626 mi.",Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,"$12,000"
Jeep,2017,"45,000 mi.",Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,"$16,500"
Toyota,2019,"69,350 mi.",Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,"$36,000"
BMW,2022,"8,307 mi.",Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,"$98,900"
BMW,2023,"4,106 mi.",Gasoline,3.0L I6 24V GDI DOHC Twin Turbo,6-Speed Manual,"$84,645"
BMW,1999,"184,700 mi.",Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,"$36,950"
Maserati,2018,"57,500 mi.",Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$41,900"
Acura,2021,"29,000 mi.",Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,"$39,650"
Mercedes-Benz,2015,"61,675 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$19,000"
Mercedes-Benz,2021,"33,300 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,"$45,000"
Cadillac,2014,"62,950 mi.",Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,"$17,498"
Chevrolet,2015,"56,675 mi.",Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,"$19,750"
Porsche,2013,"92,000 mi.",Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$23,000"
Dodge,2005,"96,000 mi.",Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,"$12,000"
INFINITI,2014,"33,500 mi.",Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,"$23,000"
Land,2020,"16,754 mi.",Gasoline,557.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$112,000"
Toyota,2007,"53,249 mi.",Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,"$9,250"
GMC,2016,"119,000 mi.",Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,"$12,500"
Lincoln,2021,"29,336 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,"$36,999"
RAM,2017,"86,000 mi.",Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,"$41,000"
RAM,2014,"177,000 mi.",Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,"$40,500"
Mercedes-Benz,2013,"93,500 mi.",Gasoline,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,"$15,900"
BMW,2018,"47,700 mi.",Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,"$54,999"
Ford,2003,"97,496 mi.",Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,"$24,500"
Acura,2022,"16,120 mi.",Gasoline,2.4L I4 16V GDI DOHC,8-Speed Automatic with Auto-Shift,"$26,599"
Buick,2005,"147,589 mi.",Gasoline,275.0HP 4.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,"$2,800"
Cadillac,2013,"95,570 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,"$22,000"
